Date,Open,High,Low,Close,Volume,Adj Close
2007-10-22,2705.86,2755.47,2698.14,2753.93,000,2753.93
2007-10-19,2799.32,2799.32,2725.16,2725.16,000,2725.16
2007-10-18,2778.31,2803.26,2770.11,2799.31,000,2799.31
2007-10-17,2801.66,2803.96,2755.26,2792.67,000,2792.67
2007-10-16,2770.03,2781.80,2759.43,2763.91,000,2763.91
2007-10-15,2809.17,2811.66,2764.68,2780.05,000,2780.05
2007-10-12,2779.79,2806.18,2778.29,2805.68,000,2805.68
2007-10-11,2824.55,2834.00,2757.76,2772.20,000,2772.20
2007-10-10,2805.44,2813.67,2795.98,2811.61,000,2811.61
2007-10-09,2793.95,2806.41,2784.52,2803.91,000,2803.91
2007-10-08,2777.72,2787.37,2771.60,2787.37,000,2787.37
2007-10-05,2754.68,2784.93,2749.85,2780.32,000,2780.32
2007-10-04,2735.39,2735.52,2718.05,2733.57,000,2733.57
2007-10-03,2734.32,2746.14,2721.23,2729.43,000,2729.43
2007-10-02,2740.65,2747.11,2732.69,2747.11,000,2747.11
2007-10-01,2704.25,2743.53,2704.25,2740.99,000,2740.99
2007-09-28,2709.65,2716.75,2692.02,2701.50,000,2701.50
2007-09-27,2711.82,2712.79,2702.02,2709.59,000,2709.59
2007-09-26,2696.53,2709.23,2689.59,2699.03,000,2699.03
2007-09-25,2658.53,2683.92,2656.33,2683.45,000,2683.45
2007-09-24,2676.42,2692.16,2660.52,2667.95,000,2667.95
2007-09-21,2670.75,2678.69,2666.32,2671.22,000,2671.22
2007-09-20,2659.58,2669.43,2648.07,2654.29,000,2654.29
2007-09-19,2665.89,2683.02,2654.90,2666.48,000,2666.48
2007-09-18,2592.96,2651.66,2583.14,2651.66,000,2651.66
2007-09-17,2594.04,2596.09,2575.36,2581.66,000,2581.66
2007-09-14,2582.15,2603.63,2577.73,2602.18,000,2602.18
2007-09-13,2607.13,2612.70,2589.41,2601.06,000,2601.06
2007-09-12,2592.83,2612.18,2590.38,2592.07,000,2592.07
2007-09-11,2573.28,2598.94,2572.86,2597.47,000,2597.47
2007-09-10,2581.78,2588.88,2536.93,2559.11,000,2559.11
2007-09-07,2581.48,2584.28,2556.59,2565.70,000,2565.70
2007-09-06,2615.74,2620.89,2595.52,2614.32,000,2614.32
2007-09-05,2618.28,2621.54,2596.70,2605.95,000,2605.95
2007-09-04,2596.38,2644.45,2596.38,2630.24,000,2630.24
2007-08-31,2596.19,2603.11,2579.79,2596.36,000,2596.36
2007-08-30,2545.08,2587.86,2542.48,2565.30,000,2565.30
2007-08-29,2518.82,2563.16,2512.60,2563.16,000,2563.16
2007-08-28,2546.39,2548.06,2500.55,2500.64,000,2500.64
2007-08-27,2570.41,2573.83,2557.48,2561.25,000,2561.25
2007-08-24,2539.65,2576.69,2534.64,2576.69,000,2576.69
2007-08-23,2562.41,2565.35,2530.57,2541.70,000,2541.70
2007-08-22,2542.99,2554.90,2533.74,2552.80,000,2552.80
2007-08-21,2502.31,2529.66,2500.66,2521.30,000,2521.30
2007-08-20,2511.07,2516.31,2487.44,2508.59,000,2508.59
2007-08-17,2510.38,2524.96,2466.36,2505.03,000,2505.03
2007-08-16,2440.91,2460.50,2386.69,2451.07,000,2451.07
2007-08-15,2492.76,2520.39,2457.89,2458.83,000,2458.83
2007-08-14,2549.26,2552.49,2499.12,2499.12,000,2499.12
2007-08-13,2566.60,2572.51,2541.35,2542.24,000,2542.24
2007-08-10,2529.54,2569.25,2503.16,2544.89,000,2544.89
2007-08-09,2573.03,2615.93,2556.49,2556.49,000,2556.49
2007-08-08,2582.60,2627.75,2582.60,2612.98,000,2612.98
2007-08-07,2532.78,2577.81,2523.44,2561.60,000,2561.60
2007-08-06,2524.87,2547.33,2491.96,2547.33,000,2547.33
2007-08-03,2572.92,2575.58,2511.12,2511.25,000,2511.25
2007-08-02,2557.59,2579.28,2553.14,2575.98,000,2575.98
2007-08-01,2538.50,2557.11,2515.81,2553.87,000,2553.87
2007-07-31,2606.32,2607.45,2545.90,2546.27,000,2546.27
2007-07-30,2568.14,2592.00,2552.31,2583.28,000,2583.28
2007-07-27,2599.87,2608.99,2562.06,2562.24,000,2562.24
2007-07-26,2620.75,2632.46,2563.81,2599.34,000,2599.34
2007-07-25,2660.19,2665.81,2628.15,2648.17,000,2648.17
2007-07-24,2673.70,2682.40,2634.03,2639.86,000,2639.86
2007-07-23,2698.49,2705.03,2688.41,2690.58,000,2690.58
2007-07-20,2709.99,2710.32,2674.64,2687.60,000,2687.60
2007-07-19,2716.66,2724.74,2710.84,2720.04,000,2720.04
2007-07-18,2695.28,2699.87,2674.26,2699.49,000,2699.49
2007-07-17,2702.10,2719.94,2701.56,2712.29,000,2712.29
2007-07-16,2703.40,2712.13,2693.71,2697.33,000,2697.33
2007-07-13,2696.96,2707.64,2694.09,2707.00,000,2707.00
2007-07-12,2662.76,2701.73,2662.52,2701.73,000,2701.73
2007-07-11,2637.12,2652.34,2631.89,2651.79,000,2651.79
2007-07-10,2657.87,2662.55,2637.66,2639.16,000,2639.16
2007-07-09,2668.99,2672.59,2660.65,2670.02,000,2670.02
2007-07-06,2656.30,2667.97,2649.05,2666.51,000,2666.51
2007-07-05,2646.30,2658.01,2637.78,2656.65,000,2656.65
2007-07-03,2636.71,2644.95,2635.00,2644.95,000,2644.95
2007-07-02,2617.39,2632.30,2614.84,2632.30,000,2632.30
2007-06-29,2619.94,2626.56,2590.09,2603.23,000,2603.23
2007-06-28,2606.14,2624.60,2604.60,2608.37,000,2608.37
2007-06-27,2563.83,2605.92,2560.45,2605.35,000,2605.35
2007-06-26,2589.22,2590.89,2566.34,2574.16,000,2574.16
2007-06-25,2590.59,2605.87,2568.50,2577.08,000,2577.08
2007-06-22,2610.36,2612.75,2583.24,2588.96,000,2588.96
2007-06-21,2597.65,2618.54,2586.05,2616.96,000,2616.96
2007-06-20,2632.20,2634.60,2599.63,2599.96,000,2599.96
2007-06-19,2620.31,2631.30,2612.42,2626.76,000,2626.76
2007-06-18,2631.34,2631.45,2617.66,2626.60,000,2626.60
2007-06-15,2625.33,2630.51,2620.72,2626.71,000,2626.71
2007-06-14,2584.14,2604.76,2583.93,2599.41,000,2599.41
2007-06-13,2558.47,2582.31,2556.72,2582.31,000,2582.31
2007-06-12,2560.41,2576.89,2547.99,2549.77,000,2549.77
2007-06-11,2569.64,2584.82,2566.84,2572.15,000,2572.15
2007-06-08,2541.14,2573.74,2534.97,2573.54,000,2573.54
2007-06-07,2577.37,2585.73,2541.38,2541.38,000,2541.38
2007-06-06,2599.56,2599.56,2578.81,2587.18,000,2587.18
2007-06-05,2611.16,2613.31,2595.01,2611.23,000,2611.23
2007-06-04,2606.05,2619.75,2604.85,2618.29,000,2618.29
2007-06-01,2614.01,2626.40,2608.69,2613.92,000,2613.92
2007-05-31,2599.47,2607.90,2594.29,2604.52,000,2604.52
2007-05-30,2556.17,2592.59,2551.68,2592.59,000,2592.59
2007-05-29,2561.04,2576.36,2558.40,2572.06,000,2572.06
2007-05-25,2547.41,2560.03,2544.46,2557.19,000,2557.19
2007-05-24,2577.21,2585.73,2531.28,2537.92,000,2537.92
2007-05-23,2592.62,2600.94,2576.23,2577.05,000,2577.05
2007-05-22,2580.04,2593.03,2573.95,2588.02,000,2588.02
2007-05-21,2560.93,2587.87,2560.85,2578.79,000,2578.79
2007-05-18,2548.07,2559.03,2540.67,2558.45,000,2558.45
2007-05-17,2544.32,2547.71,2535.47,2539.38,000,2539.38
2007-05-16,2532.71,2547.42,2519.35,2547.42,000,2547.42
2007-05-15,2544.67,2557.78,2523.83,2525.29,000,2525.29
2007-05-14,2564.05,2568.93,2537.92,2546.44,000,2546.44
2007-05-11,2541.66,2562.45,2539.67,2562.22,000,2562.22
2007-05-10,2564.80,2570.73,2533.12,2533.74,000,2533.74
2007-05-09,2557.63,2579.98,2555.71,2576.34,000,2576.34
2007-05-08,2563.18,2571.75,2551.15,2571.75,000,2571.75
2007-05-07,2572.64,2580.06,2569.22,2570.95,000,2570.95
2007-05-04,2574.50,2577.96,2561.73,2572.15,000,2572.15
2007-05-03,2560.85,2569.80,2555.84,2565.46,000,2565.46
2007-05-02,2531.96,2562.78,2531.96,2557.84,000,2557.84
2007-05-01,2529.95,2532.37,2510.57,2531.53,000,2531.53
2007-04-30,2558.05,2558.75,2525.09,2525.09,000,2525.09
2007-04-27,2554.48,2562.99,2550.10,2557.21,000,2557.21
2007-04-26,2551.49,2560.64,2544.12,2554.46,000,2554.46
2007-04-25,2533.54,2551.39,2523.84,2547.89,000,2547.89
2007-04-24,2528.39,2529.48,2509.26,2524.54,000,2524.54
2007-04-23,2525.77,2531.40,2518.47,2523.67,000,2523.67
2007-04-20,2525.23,2532.24,2515.24,2526.39,000,2526.39
2007-04-19,2497.22,2515.95,2490.34,2505.35,000,2505.35
2007-04-18,2507.34,2518.21,2499.65,2510.50,000,2510.50
2007-04-17,2519.12,2522.07,2510.60,2516.95,000,2516.95
2007-04-16,2500.55,2519.03,2500.55,2518.33,000,2518.33
2007-04-13,2479.69,2491.94,2468.23,2491.94,000,2491.94
2007-04-12,2455.72,2480.41,2448.71,2480.32,000,2480.32
2007-04-11,2477.76,2478.51,2452.05,2459.31,000,2459.31
2007-04-10,2468.13,2479.46,2468.03,2477.61,000,2477.61
2007-04-09,2478.02,2478.68,2464.57,2469.18,000,2469.18
2007-04-05,2457.65,2471.34,2455.60,2471.34,000,2471.34
2007-04-04,2451.94,2461.49,2448.69,2458.69,000,2458.69
2007-04-03,2432.30,2456.17,2432.30,2450.33,000,2450.33
2007-04-02,2425.36,2427.94,2409.04,2422.26,000,2422.26
2007-03-30,2419.91,2432.20,2403.01,2421.64,000,2421.64
2007-03-29,2432.50,2433.04,2396.83,2417.88,000,2417.88
2007-03-28,2427.19,2434.32,2413.09,2417.10,000,2417.10
2007-03-27,2448.92,2450.03,2435.19,2437.43,000,2437.43
2007-03-26,2451.60,2455.63,2428.00,2455.63,000,2455.63
2007-03-23,2451.83,2459.96,2447.81,2448.93,000,2448.93
2007-03-22,2457.06,2457.37,2442.51,2451.74,000,2451.74
2007-03-21,2415.54,2455.92,2405.39,2455.92,000,2455.92
2007-03-20,2394.82,2412.64,2393.19,2408.21,000,2408.21
2007-03-19,2384.66,2399.80,2381.55,2394.41,000,2394.41
2007-03-16,2376.82,2385.32,2364.36,2372.66,000,2372.66
2007-03-15,2371.02,2382.62,2367.74,2378.70,000,2378.70
2007-03-14,2350.94,2371.74,2331.57,2371.74,000,2371.74
2007-03-13,2388.86,2395.98,2350.57,2350.57,000,2350.57
2007-03-12,2385.14,2404.02,2384.39,2402.29,000,2402.29
2007-03-09,2403.13,2404.80,2375.57,2387.55,000,2387.55
2007-03-08,2396.55,2402.20,2382.00,2387.73,000,2387.73
2007-03-07,2382.65,2388.78,2371.92,2374.64,000,2374.64
2007-03-06,2340.68,2390.14,2361.27,2385.14,000,2385.14
2007-03-05,2368.00,2377.84,2340.40,2340.68,000,2340.68
2007-03-02,2389.86,2401.26,2368.00,2368.00,000,2368.00
2007-03-01,2377.18,2419.15,2359.44,2404.21,000,2404.21
2007-02-28,2411.89,2431.86,2395.35,2416.15,000,2416.15
2007-02-27,2468.74,2470.92,2402.36,2407.86,000,2407.86
2007-02-26,2525.04,2525.98,2492.54,2504.52,000,2504.52
2007-02-23,2522.53,2522.84,2506.95,2515.10,000,2515.10
2007-02-22,2523.36,2531.42,2509.06,2524.94,000,2524.94
2007-02-21,2503.54,2518.42,2500.96,2518.42,000,2518.42
2007-02-20,2491.75,2514.22,2479.92,2513.04,000,2513.04
2007-02-16,2491.48,2497.92,2482.66,2496.31,000,2496.31
2007-02-15,2489.84,2498.37,2485.51,2497.10,000,2497.10
2007-02-14,2468.04,2494.51,2468.04,2488.38,000,2488.38
2007-02-13,2455.86,2485.98,2452.17,2459.88,000,2459.88
2007-02-12,2460.63,2460.63,2444.68,2450.38,000,2450.38
2007-02-09,2491.65,2496.52,2453.44,2459.82,000,2459.82
2007-02-08,2484.50,2492.41,2477.71,2488.67,000,2488.67
2007-02-07,2483.73,2495.27,2475.57,2490.50,000,2490.50
2007-02-06,2475.78,2478.24,2454.60,2471.49,000,2471.49
2007-02-05,2475.03,2481.57,2466.18,2470.60,000,2470.60
2007-02-02,2474.19,2478.41,2466.56,2475.88,000,2475.88
2007-02-01,2474.08,2481.38,2458.71,2468.38,000,2468.38
2007-01-31,2443.33,2471.20,2433.76,2463.93,000,2463.93
2007-01-30,2446.66,2451.00,2437.42,2448.64,000,2448.64
2007-01-29,2434.64,2451.83,2431.31,2441.09,000,2441.09
2007-01-26,2441.10,2443.44,2418.61,2435.49,000,2435.49
2007-01-25,2469.27,2470.51,2430.56,2434.24,000,2434.24
2007-01-24,2443.01,2466.28,2440.82,2466.28,000,2466.28
2007-01-23,2428.26,2447.03,2425.98,2431.41,000,2431.41
2007-01-22,2454.50,2454.66,2422.92,2431.07,000,2431.07
2007-01-19,2437.63,2453.79,2435.68,2451.31,000,2451.31
2007-01-18,2475.33,2475.80,2438.11,2443.21,000,2443.21
2007-01-17,2487.89,2496.93,2475.83,2479.42,000,2479.42
2007-01-16,2504.56,2508.93,2493.92,2497.78,000,2497.78
2007-01-12,2481.72,2502.82,2481.54,2502.82,000,2502.82
2007-01-11,2464.89,2489.46,2463.39,2484.85,000,2484.85
2007-01-10,2434.04,2461.34,2427.90,2459.33,000,2459.33
2007-01-09,2443.26,2449.87,2423.56,2443.83,000,2443.83
2007-01-08,2435.25,2445.63,2421.13,2438.20,000,2438.20
2007-01-05,2445.07,2445.07,2420.59,2434.25,000,2434.25
2007-01-04,2423.82,2460.51,2413.75,2453.43,000,2453.43
2007-01-03,2429.72,2454.62,2394.66,2423.16,000,2423.16
2006-12-29,2423.03,2437.38,2413.43,2415.29,000,2415.29
2006-12-28,2425.32,2432.48,2420.91,2425.57,000,2425.57
2006-12-27,2418.78,2432.73,2418.78,2431.22,000,2431.22
2006-12-26,2398.22,2414.21,2397.68,2413.51,000,2413.51
2006-12-22,2415.98,2416.49,2400.72,2401.18,000,2401.18
2006-12-21,2430.14,2433.13,2408.99,2415.85,000,2415.85
2006-12-20,2432.00,2443.34,2426.41,2427.61,000,2427.61
2006-12-19,2420.08,2437.33,2408.85,2429.55,000,2429.55
2006-12-18,2462.43,2470.95,2428.66,2435.57,000,2435.57
2006-12-15,2467.36,2470.02,2455.24,2457.20,000,2457.20
2006-12-14,2435.75,2461.31,2435.75,2453.85,000,2453.85
2006-12-13,2444.12,2444.12,2423.87,2432.41,000,2432.41
2006-12-12,2443.03,2444.72,2419.32,2431.60,000,2431.60
2006-12-11,2437.36,2453.22,2429.97,2442.86,000,2442.86
2006-12-08,2423.67,2447.03,2416.77,2437.36,000,2437.36
2006-12-07,2449.64,2454.91,2427.69,2427.69,000,2427.69
2006-12-06,2447.54,2451.86,2436.47,2445.86,000,2445.86
2006-12-05,2455.70,2459.51,2445.14,2452.38,000,2452.38
2006-12-04,2420.92,2455.67,2420.60,2448.39,000,2448.39
2006-12-01,2430.75,2434.39,2392.95,2413.21,000,2413.21
2006-11-30,2430.75,2441.35,2419.23,2431.77,000,2431.77
2006-11-29,2422.91,2436.61,2414.80,2432.23,000,2432.23
2006-11-28,2397.32,2414.08,2390.10,2412.61,000,2412.61
2006-11-27,2454.17,2454.64,2405.89,2405.92,000,2405.92
2006-11-24,2449.73,2468.42,2449.32,2460.26,000,2460.26
2006-11-22,2463.21,2467.20,2450.64,2465.98,000,2465.98
2006-11-21,2454.65,2456.60,2445.04,2454.84,000,2454.84
2006-11-20,2441.16,2457.14,2437.84,2452.72,000,2452.72
2006-11-17,2439.63,2445.86,2431.79,2445.86,000,2445.86
2006-11-16,2447.09,2453.35,2438.04,2449.06,000,2449.06
2006-11-15,2430.14,2452.56,2429.68,2442.75,000,2442.75
2006-11-14,2408.05,2430.83,2394.62,2430.66,000,2430.66
2006-11-13,2389.52,2408.91,2387.88,2406.38,000,2406.38
2006-11-10,2378.26,2389.72,2373.62,2389.72,000,2389.72
2006-11-09,2399.28,2401.33,2370.60,2376.01,000,2376.01
2006-11-08,2363.92,2393.47,2358.44,2384.94,000,2384.94
2006-11-07,2366.01,2391.34,2363.64,2375.88,000,2375.88
2006-11-06,2341.66,2371.81,2341.66,2365.95,000,2365.95
2006-11-03,2339.04,2343.98,2316.82,2330.79,000,2330.79
2006-11-02,2324.48,2339.13,2320.84,2334.02,000,2334.02
2006-11-01,2373.49,2375.53,2330.57,2334.35,000,2334.35
2006-10-31,2368.75,2374.64,2355.95,2366.71,000,2366.71
2006-10-30,2347.21,2371.06,2341.03,2363.77,000,2363.77
2006-10-27,2375.17,2377.34,2347.07,2350.62,000,2350.62
2006-10-26,2361.09,2379.29,2347.88,2379.10,000,2379.10
2006-10-25,2346.77,2359.76,2338.65,2356.59,000,2356.59
2006-10-24,2352.49,2356.03,2335.91,2344.84,000,2344.84
2006-10-23,2338.15,2364.20,2330.61,2355.56,000,2355.56
2006-10-20,2340.94,2349.36,2329.13,2342.30,000,2342.30
2006-10-19,2332.54,2345.24,2324.43,2340.94,000,2340.94
2006-10-18,2355.42,2362.09,2330.49,2337.15,000,2337.15
2006-10-17,2354.07,2354.07,2329.80,2344.95,000,2344.95
2006-10-16,2359.19,2368.11,2358.01,2363.84,000,2363.84
2006-10-13,2344.70,2360.23,2341.40,2357.29,000,2357.29
2006-10-12,2318.28,2346.29,2318.28,2346.18,000,2346.18
2006-10-11,2304.67,2322.07,2292.29,2308.27,000,2308.27
2006-10-09,2297.82,2317.42,2295.25,2311.77,000,2311.77
2006-10-06,2296.15,2306.28,2289.99,2299.99,000,2299.99
2006-10-05,2289.53,2306.35,2287.61,2306.34,000,2306.34
2006-10-04,2239.88,2290.98,2239.26,2290.95,000,2290.95
2006-10-03,2233.01,2251.86,2224.21,2243.65,000,2243.65
2006-10-02,2257.00,2262.67,2235.68,2237.60,000,2237.60
2006-09-29,2273.30,2273.30,2257.98,2258.43,000,2258.43
2006-09-28,2266.93,2273.12,2252.91,2270.02,000,2270.02
2006-09-27,2256.17,2271.00,2254.37,2263.39,000,2263.39
2006-09-26,2247.72,2261.78,2243.67,2261.34,000,2261.34
2006-09-25,2227.37,2253.45,2212.02,2249.07,000,2249.07
2006-09-22,2233.55,2233.55,2210.13,2218.93,000,2218.93
2006-09-21,2257.54,2261.47,2232.89,2237.75,000,2237.75
2006-09-20,2242.11,2257.28,2242.11,2252.89,000,2252.89
2006-09-19,2239.86,2239.86,2202.93,2222.37,000,2222.37
2006-09-18,2232.99,2247.47,2228.52,2235.75,000,2235.75
2006-09-15,2243.28,2247.16,2227.72,2235.59,000,2235.59
2006-09-14,2221.73,2230.97,2218.86,2228.73,000,2228.73
2006-09-13,2214.80,2229.18,2211.14,2227.67,000,2227.67
2006-09-12,2174.61,2217.28,2174.61,2215.82,000,2215.82
2006-09-11,2152.12,2180.39,2147.44,2173.25,000,2173.25
2006-09-08,2160.02,2168.44,2154.55,2165.79,000,2165.79
2006-09-07,2160.05,2174.80,2149.36,2155.29,000,2155.29
2006-09-06,2189.70,2190.26,2167.63,2167.84,000,2167.84
2006-09-05,2192.94,2207.55,2184.42,2205.70,000,2205.70
2006-09-01,2194.56,2198.58,2182.93,2193.16,000,2193.16
2006-08-31,2189.17,2193.34,2181.77,2183.75,000,2183.75
2006-08-30,2175.07,2188.55,2167.48,2185.73,000,2185.73
2006-08-29,2161.96,2173.88,2145.22,2172.30,000,2172.30
2006-08-28,2140.52,2164.22,2139.57,2160.70,000,2160.70
2006-08-25,2132.17,2152.92,2129.25,2140.29,000,2140.29
2006-08-24,2142.34,2144.33,2122.65,2137.11,000,2137.11
2006-08-23,2152.91,2160.11,2126.75,2134.66,000,2134.66
2006-08-22,2145.31,2162.68,2140.63,2150.02,000,2150.02
2006-08-21,2151.91,2153.53,2140.81,2147.75,000,2147.75
2006-08-18,2157.14,2165.47,2138.45,2163.95,000,2163.95
2006-08-17,2144.30,2168.11,2141.56,2157.61,000,2157.61
2006-08-16,2127.06,2149.54,2120.11,2149.54,000,2149.54
2006-08-15,2092.49,2115.01,2089.60,2115.01,000,2115.01
2006-08-14,2073.01,2092.66,2067.69,2069.04,000,2069.04
2006-08-11,2066.23,2066.23,2049.84,2057.71,000,2057.71
2006-08-10,2052.98,2076.35,2048.22,2071.74,000,2071.74
2006-08-09,2085.56,2097.76,2056.77,2060.28,000,2060.28
2006-08-08,2079.52,2083.90,2054.13,2060.85,000,2060.85
2006-08-07,2079.45,2079.45,2064.94,2072.50,000,2072.50
2006-08-04,2107.83,2119.01,2068.80,2085.05,000,2085.05
2006-08-03,2064.56,2099.81,2060.91,2092.34,000,2092.34
2006-08-02,2069.91,2089.00,2069.58,2078.81,000,2078.81
2006-08-01,2080.34,2080.34,2052.75,2061.99,000,2061.99
2006-07-31,2087.86,2098.24,2082.62,2091.47,000,2091.47
2006-07-28,2065.28,2094.95,2065.06,2094.14,000,2094.14
2006-07-27,2082.57,2093.14,2052.02,2054.47,000,2054.47
2006-07-26,2066.46,2083.96,2053.64,2070.46,000,2070.46
2006-07-25,2060.38,2080.11,2055.34,2073.90,000,2073.90
2006-07-24,2030.49,2061.84,2030.49,2061.84,000,2061.84
2006-07-21,2035.26,2035.78,2014.07,2020.39,000,2020.39
2006-07-20,2083.83,2084.24,2038.71,2039.42,000,2039.42
2006-07-19,2037.68,2086.07,2037.10,2080.71,000,2080.71
2006-07-18,2043.18,2052.53,2012.78,2043.22,000,2043.22
2006-07-17,2034.76,2050.65,2028.30,2037.72,000,2037.72
2006-07-14,2053.88,2056.53,2027.11,2037.35,000,2037.35
2006-07-13,2076.39,2090.24,2054.10,2054.11,000,2054.11
2006-07-12,2121.71,2128.86,2090.23,2090.24,000,2090.24
2006-07-11,2110.42,2129.47,2095.69,2128.86,000,2128.86
2006-07-10,2135.96,2142.36,2109.18,2116.93,000,2116.93
2006-07-07,2146.89,2155.09,2126.64,2130.06,000,2130.06
2006-07-06,2156.30,2168.54,2148.21,2155.09,000,2155.09
2006-07-05,2174.69,2190.43,2147.12,2153.34,000,2153.34
2006-07-03,2177.91,2190.44,2172.09,2190.43,000,2190.43
2006-06-30,2181.47,2183.48,2164.67,2172.09,000,2172.09
2006-06-29,2121.50,2174.38,2111.84,2174.38,000,2174.38
2006-06-28,2105.94,2112.62,2090.78,2111.84,000,2111.84
2006-06-27,2134.58,2139.43,2098.76,2100.25,000,2100.25
2006-06-26,2126.46,2135.71,2121.47,2133.67,000,2133.67
2006-06-23,2120.30,2137.43,2110.81,2121.47,000,2121.47
2006-06-22,2138.97,2141.20,2113.59,2122.98,000,2122.98
2006-06-21,2109.22,2152.56,2107.06,2141.20,000,2141.20
2006-06-20,2110.92,2126.72,2103.77,2107.06,000,2107.06
2006-06-19,2136.60,2138.77,2104.38,2110.42,000,2110.42
2006-06-16,2140.51,2144.15,2122.78,2129.95,000,2129.95
2006-06-15,2098.37,2147.91,2086.00,2144.15,000,2144.15
2006-06-14,2075.55,2091.94,2065.11,2086.00,000,2086.00
2006-06-13,2089.88,2108.36,2067.74,2072.47,000,2072.47
2006-06-12,2137.47,2138.68,2091.32,2091.32,000,2091.32
2006-06-09,2151.92,2163.21,2133.47,2135.06,000,2135.06
2006-06-08,2141.59,2151.80,2100.43,2145.32,000,2145.32
2006-06-07,2166.58,2184.44,2150.69,2151.80,000,2151.80
2006-06-06,2174.28,2176.47,2144.20,2162.78,000,2162.78
2006-06-05,2212.35,2219.41,2169.40,2169.62,000,2169.62
2006-06-02,2229.84,2233.88,2203.73,2219.41,000,2219.41
2006-06-01,2179.82,2219.86,2177.80,2219.86,000,2219.86
2006-05-31,2171.46,2185.33,2165.79,2178.88,000,2178.88
2006-05-30,2202.57,2202.57,2164.74,2164.74,000,2164.74
2006-05-26,2205.90,2210.49,2196.70,2210.37,000,2210.37
2006-05-25,2182.43,2198.58,2174.24,2198.24,000,2198.24
2006-05-24,2159.83,2179.84,2135.81,2169.17,000,2169.17
2006-05-23,2188.38,2199.56,2158.76,2158.76,000,2158.76
2006-05-22,2178.15,2184.57,2156.67,2172.86,000,2172.86
2006-05-18,2205.37,2212.95,2180.28,2180.32,000,2180.32
2006-05-16,2239.00,2243.74,2222.80,2229.13,000,2229.13
2006-05-15,2234.01,2245.18,2220.50,2238.52,000,2238.52
2006-05-12,2263.97,2264.19,2243.32,2243.78,000,2243.78
2006-05-11,2319.08,2319.60,2270.51,2272.70,000,2272.70
2006-05-10,2332.82,2338.25,2314.45,2320.74,000,2320.74
2006-05-09,2339.71,2343.62,2334.17,2338.25,000,2338.25
2006-05-08,2342.41,2352.56,2339.46,2344.99,000,2344.99
2006-05-05,2335.96,2344.37,2332.68,2342.57,000,2342.57
2006-05-04,2307.38,2326.82,2307.38,2323.90,000,2323.90
2006-05-03,2311.20,2312.60,2295.03,2303.97,000,2303.97
2006-05-02,2311.73,2313.93,2302.80,2309.84,000,2309.84
2006-04-28,2321.61,2337.28,2317.47,2322.57,000,2322.57
2006-04-27,2324.63,2361.89,2315.12,2344.95,000,2344.95
2006-04-26,2333.57,2342.88,2327.73,2333.63,000,2333.63
2006-04-25,2338.54,2338.54,2321.64,2330.30,000,2330.30
2006-04-24,2338.78,2338.78,2324.28,2333.38,000,2333.38
2006-04-21,2371.65,2371.65,2333.50,2342.86,000,2342.86
2006-04-20,2368.74,2375.54,2354.07,2362.55,000,2362.55
2006-04-19,2358.87,2370.93,2350.04,2370.88,000,2370.88
2006-04-18,2318.27,2357.46,2318.27,2356.14,000,2356.14
2006-04-17,2325.56,2332.67,2299.42,2311.16,000,2311.16
2006-04-13,2314.32,2333.03,2310.12,2326.11,000,2326.11
2006-04-12,2309.39,2318.05,2308.33,2314.68,000,2314.68
2006-04-11,2337.88,2339.79,2302.19,2310.35,000,2310.35
2006-04-10,2340.39,2343.59,2326.47,2333.27,000,2333.27
2006-04-07,2367.32,2375.45,2336.71,2339.02,000,2339.02
2006-04-06,2358.92,2366.56,2347.64,2361.17,000,2361.17
2006-04-05,2349.82,2361.91,2341.66,2359.75,000,2359.75
2006-04-04,2337.95,2350.70,2332.67,2345.36,000,2345.36
2006-04-03,2352.24,2357.53,2334.60,2336.74,000,2336.74
2006-03-31,2345.53,2348.89,2334.54,2339.79,000,2339.79
2006-03-30,2340.23,2353.14,2330.84,2340.82,000,2340.82
2006-03-29,2309.94,2344.67,2308.41,2337.78,000,2337.78
2006-03-28,2315.61,2327.83,2299.56,2304.46,000,2304.46
2006-03-27,2312.47,2319.93,2310.02,2315.58,000,2315.58
2006-03-21,2312.90,2332.95,2292.55,2294.23,000,2294.23
2006-03-20,2311.93,2317.13,2305.59,2314.11,000,2314.11
2006-03-17,2306.17,2310.84,2294.50,2306.48,000,2306.48
2006-03-15,2301.17,2312.49,2293.06,2311.84,000,2311.84
2006-03-14,2264.25,2296.92,2264.24,2295.90,000,2295.90
2006-03-13,2269.44,2280.20,2263.68,2267.03,000,2267.03
2006-03-09,2272.26,2279.28,2249.56,2249.72,000,2249.72
2006-03-08,2260.87,2275.13,2248.65,2267.46,000,2267.46
2006-03-07,2280.08,2280.08,2259.64,2268.38,000,2268.38
2006-03-06,2306.66,2309.51,2281.37,2286.03,000,2286.03
2006-03-03,2299.10,2324.92,2297.09,2302.60,000,2302.60
2006-03-02,2305.53,2316.93,2299.76,2311.11,000,2311.11
2006-03-01,2288.15,2315.95,2285.64,2314.64,000,2314.64
2006-02-28,2300.96,2305.62,2276.74,2281.39,000,2281.39
2006-02-27,2291.48,2313.53,2291.24,2307.18,000,2307.18
2006-02-24,2278.27,2287.86,2272.78,2287.04,000,2287.04
2006-02-23,2279.59,2293.74,2271.82,2279.32,000,2279.32
2006-02-22,2264.69,2287.99,2259.17,2283.17,000,2283.17
